text,sentiment,Time of Tweet,Age of User,Country
Ugh that walmart was so hot and white  is it wrong that I can see how people become agoraphobics?,negative,noon,60-70,Saudi Arabia
 yearling in pet home died... very sad for their whole family,negative,night,70-100,Senegal
 aw you could have played the **** game with me this morning! Nobody else wanted to play,neutral,morning,0-20,Serbia
Going home... with sore #eyes,neutral,noon,21-30,Seychelles
"Good morning universe, how are you today",positive,night,31-45,Sierra Leone
 I want to SOOOOOOO BAD!!!,neutral,morning,46-60,Singapore
I bruised my toe worse than my I did my finger. It **** hurts right now even with ice on it,negative,noon,60-70,Slovakia
" aw thank you sam phil, i love you",positive,night,70-100,Slovenia
 The rest of the week is less than 2.5 hours long,neutral,morning,0-20,Solomon Islands
"also, Lipton`s Sparkling Green Tea is gross",neutral,noon,21-30,Somalia
 you are a slow answerer!,negative,night,31-45,South Africa
" WOw, that`s a lot of work.  I hope today is a day off for you.    I`m working as usual.  But, getting some playtime in too.",positive,morning,46-60,South Korea
:   whatcha reading?,neutral,noon,60-70,South Sudan
 lets see.. we hate that groupies are **** near stalkers.. we love that they send gifts..,neutral,night,70-100,Spain
Working on several book projects that are due to be released within the next few months.  I need an extra pair of hands!  It`s all good...,positive,morning,0-20,Sri Lanka
So glad the days almost over... Another nite of me nd my pain pills alone at the crib lol. Ughh I wish this weekend was over alreadi!,negative,noon,21-30,Sudan
english class! working on interactive orals,neutral,night,31-45,Suriname
Good morning,positive,morning,46-60,Sweden
" I would LOVE to learn trapeze! I`ve wanted to do that since I was a kid. Sadly, there`s no place where I live that teaches",neutral,noon,60-70,Switzerland
"I just saw Nick`s friend Jose D Fish GH3. ****. Well, on to Star Wars  I`ll probably be going to a MLB game if I get good seats",neutral,night,70-100,Syria
_spn your boyfriend didn`t even say bye!,neutral,morning,0-20,Tajikistan
_berra happy birthday!,positive,noon,21-30,Tanzania
 yea just fun dive..a bit scary sometimes but fun.  u like diving?,neutral,night,31-45,Thailand
17 hours left of being a teenager.. and ill be sleepin for 8-10 of those hours.. how depressing,negative,morning,46-60,Timor-Leste
showed my fluids decreasing slightly. So doesn`t look like she`s letting me out of this bed anytime soon  I have a follow up U/S next week,negative,noon,60-70,Togo
I wish the sun would come out...I guess it doesn`t matter since I`m at work and can`t enjoy it anyways,negative,night,70-100,Tonga
LA unified summer schools drastically cut due to CA budget  cuts. Very sad,negative,morning,0-20,Trinidad and Tobago
Wish my U2 beta key worked now. Don`t want to wait `till Wednesday to play,neutral,noon,21-30,Tunisia
" yes mate, on Friday",neutral,night,31-45,Turkey
got an A in english again  yay..  but a D- in maths,neutral,morning,46-60,Turkmenistan
got a super cold!,positive,noon,60-70,Tuvalu
"My debit card is going the same way as my credit card, it`s snapping",neutral,night,70-100,Uganda
"Google going down means DoubleClick goes down too, means I can`t get any work done.",negative,morning,0-20,Ukraine
"Wow, mosquitoes in the backyard suck.  So does coughing myself half to death in the middle of the night and keeping Cassidy awake too.",negative,noon,21-30,United Arab Emirates
off to bed I go..have a great Mom`s Day all you moms!,positive,night,31-45,United Kingdom
  let`s hope so,positive,morning,46-60,United States of America
 http://www.CultureShockMag.com  shoutz 2  the mix on the site is gonna b nervvoouuss,negative,noon,60-70,Uruguay
http://twitpic.com/4wij6 - my oldest nephew playin on my guitar hero drums,neutral,night,70-100,Uzbekistan
We got JoJo in for free and free drinks for Mom! My kind of night,positive,morning,0-20,Vanuatu
 The Disney Store is not treating me to well with hours  I realy want to go on 6/13. I willdo anythig to go to the show ;-),positive,noon,21-30,Venezuela
my hubby is staying for one more week in Uzbekistan,neutral,night,31-45,Vietnam
" happened about three weeks ago. Why, is there a serial card fraudster on the loose?",negative,morning,46-60,Yemen
"I`m looking forward to going home tomorrow, but I really wish it was for a different reason.",positive,noon,60-70,Zambia
Added Twitter updates to  Facebook page at http://tinyurl.com/d4cxze wondering if this one will show up...,neutral,night,70-100,Zimbabwe
" I need horror to be lovecraftian actually, not enough weird horror movies.",negative,morning,0-20,Afghanistan
" and what about me, huh? I`m crying. Did U forget me?",negative,noon,21-30,Albania
 Sorry to hear about the laptop troubles. Hope you can get them fixed and the lappy back to norm.,neutral,night,31-45,Algeria
 man i need 2 find a siitter Val still aint **** wit me  LOL,negative,morning,46-60,Andorra
Drinking and smoking is very bad.---but im grown tho,negative,noon,60-70,Angola
happy mothers day..,positive,night,70-100,Antigua and Barbuda
Because you`re everything to me DEMI LOVATO,positive,morning,0-20,Argentina
 http://twitpic.com/4hsd2 - Weheyyyy   We give thanks for MIDI keyboards,positive,noon,21-30,Armenia
   Thanks so much!,positive,night,31-45,Australia
 thank for ur gnite and... *thank* for ur photo of sims 3... heart broken here,negative,morning,46-60,Austria
_petty I`m leaving community college with a bang!,positive,noon,60-70,Azerbaijan
" im sure he will  and if its not today, maybe it will be tomorrow..",neutral,night,70-100,Bahamas
GAWD!. If only that dream actually happened last night....,neutral,morning,0-20,Bahrain
 I`m going to Cali in like two weeks! But it`s nor cal,neutral,noon,21-30,Bangladesh
 So who`s going to win the Heineken Cup?  Just need to know who *not* to bet on,neutral,night,31-45,Barbados
"Praying for pressure on brain 2 subside, for brain seizures 2 stop & for tumors 2 go - Dan is comfortable but still has niggling cough",neutral,morning,46-60,Belarus
 Stress test: http://www.selfhelpmagazine.com/psychtoons/glasbergen/StressManagement/StressTest.gif  Good luck!,positive,noon,60-70,Belgium
good morning everyone! hope you al have a lovely sunday!  (and i do hope it doesnt rain tomorrow :|),positive,night,70-100,Belize
 Can`t wait to see you on December in Switzerland for a third rendez-vous  Great show ! You are just amazing  ... Enjoy in OZ,positive,morning,0-20,Benin
" Union Square? Somerville? You`re better off with the 87. That probably helps you zero at this point, though.",neutral,noon,21-30,Bhutan
" and yes, I have seen your comment and yes, I did have the right answer.  I`ll get over it.",neutral,night,31-45,Bolivia
mum just made me cry coz she said something so sweet to me  i love her so much! MUMS ARE THE BEST!,positive,morning,46-60,Bosnia and Herzegovina
had a great day...and now I`m off to bed. tomorrow I`m back in sd,positive,noon,60-70,Botswana
So bored in chem n im super hungry! Ugh,negative,night,70-100,Brazil
 Aww how cute! You`d love my bathroom  http://twitpic.com/4jez4,positive,morning,0-20,Brunei
" dude, saw your Twitter profile after a long time - love the background. way way cool!",positive,noon,21-30,Bulgaria
"sabi ko nga lighting up is hazardous to your health, but got shoes for it  thanks love",neutral,night,31-45,Burkina Faso
 just one of those days where loneliness creeps up on you slaps you in the face.,negative,morning,46-60,Burundi
i don`t even want to go to the store to get ice cream.  i wasted a cute outfit on... sitting on my **** on twitter!!,negative,noon,60-70,Côte d'Ivoire
" greaaat, do minee now pleaseeeeee",positive,night,70-100,Cabo Verde
 You missed me!  lol,neutral,morning,0-20,Cambodia
Ooooh Kay! Its time for me to stop twitterin and get going...,neutral,noon,21-30,Cameroon
"in santa clara a long way from hoe, well not that far. it sure seems like it.",neutral,night,31-45,Canada
A Happy Mother`s Day to all moms and soon to be mom`s out there.,positive,morning,46-60,Central African Republic
 ... an explosion of them? in the late eighties we had very odd weather and instead of them migrating the wind blew them back,negative,noon,60-70,Chad
 I no  he`s the same friend that went with my bf to something at t... Read More: http://is.gd/JmjB,neutral,night,70-100,Chile
31 degree centigrade is much hotter than 30 degree centigrade,negative,morning,0-20,China
 Jz local movie here. The title`s virgin 2 :p actually i feel not so good. So tired n dizzy,negative,noon,21-30,Colombia
Ugggh school is so boring! I cant wait for this year to be over. So stressed -.= i shoulda stayed home today....,negative,night,31-45,Comoros
" you are right, enjoy the lasagne,",positive,morning,46-60,Congo (Congo-Brazzaville)
is addicted to the pet society app on facebook,neutral,noon,60-70,Costa Rica
"My bed had tha nerve 2 call my blackberry askin me where the hell I was.......looks like I gotta go ya`ll  I`ll c u in 3.5hours, after nap",negative,night,70-100,Croatia
Oowweee!!! China club wuz poppin!!! Lipstic n Pumps were in full effect!,positive,morning,0-20,Cuba
 I know it`s just a sprain. It`s a repetitive injury for me.,negative,noon,21-30,Cyprus
 - Have you dissapeared to go on the Ellen Show?,neutral,night,31-45,Czechia (Czech Republic)
"A bit early to confirm a trend, but daily site signups are still on the rise",neutral,morning,46-60,Democratic Republic of the Congo
 i can almost imagine what the call taker must`ve felt like taking that call...especially if they have young ones at home.,neutral,noon,60-70,Denmark
 purrrrs.... ooooh that will do,neutral,night,70-100,Djibouti
what is it with chocolates? i just can never say no,neutral,morning,0-20,Dominica
"sunny day, sunny outlook",neutral,noon,21-30,Dominican Republic
 Hi Nancy your fine (till it the baby moves!)  Just get out of the house & do fun stuff early! The hardest jump was 1 to 2,neutral,night,31-45,Ecuador
 Ahhh I can only imagine what you`re looking at!! So luckyyy. Hope your having fun.,positive,morning,46-60,Egypt
i was helping my dad re decorate my bedroom. time 4 a shower!,neutral,noon,60-70,El Salvador
_B You didn`t see everyone going on about it on Facebook about 3 months ago?,neutral,night,70-100,Equatorial Guinea
stopped at the store to pick up some items and debit card is missing,negative,morning,0-20,Eritrea
Writing this paper is a lot harder then i thought . LOL,negative,noon,21-30,Estonia
today was such a horrible dayy,negative,night,31-45,"Eswatini (fmr. ""Swaziland"")"
is working 4 to close,neutral,morning,46-60,Ethiopia
" i can`t believe you`re coming near me! but to a place that i can`t get into.  i love you, Jenny!",positive,noon,60-70,Fiji
Had a little fight with My Best Friend   What should I Do?!?,neutral,night,70-100,Finland
 So sorry about all that  praying for you,negative,morning,0-20,France
"already knows 3 dishes: Torta, Hotdog, & Itlog. Hurrah for me!",positive,noon,21-30,Gabon
 Aw where are you headed to? i just cancelled my trip to Aussie,neutral,night,31-45,Gambia
Star wars day! May the 4th be with you.,positive,morning,46-60,Georgia
" How hard is it 2 be running back an forth constantly? Ya kno workin all the time, havin crazy sleepin schedules? Must be hard",negative,noon,60-70,Germany
 - wait for the third day!!,neutral,night,70-100,Ghana
I`m in a traffic jam,neutral,morning,0-20,Greece
"If u want to change the fruits, u will first have to change the roots. If u want to change the visible u must first change the invisible",neutral,noon,21-30,Grenada
 Whaat? That would seem to be a very powerful spell. Kind of tips the scale in their favor.,neutral,night,31-45,Guatemala
Cant stop playin` in my head  -- pussycat dolls jai ho ellen degeneres [HD] http://bit.ly/HxLfm,neutral,morning,46-60,Guinea
Happy Mother`s Day! It will be a good day,positive,noon,60-70,Guinea-Bissau
This GAR keeps going out - 3rd relight,neutral,night,70-100,Guyana
"_2 Hey, Thanks 4 The Advice & Support",positive,morning,0-20,Haiti
"_oliver whats for breaky then, russtle something up for my hangover please our jamie lmao",neutral,noon,21-30,Holy See
i bit my tongue sooo bad...it`s swollen.,negative,night,31-45,Honduras
http://tinyurl.com/67sk5r Follow my blog and I`ll follow yours,neutral,morning,46-60,Hungary
_and_Easy when will these stores in Sacramento open? Been waiting and nothing,neutral,noon,60-70,Iceland
Just took $10 off a guy who thinks he can bluff three times in a row and get away with it. Now back to showing how **** my work is,negative,night,70-100,India
 my saturday was good  i cannot wait until this monday night,positive,morning,0-20,Indonesia
